"label","ECSO_ID","ECSO_labels","Envthes_ID","Envthes_labels","ENVO_ID","ENVO_labels","PATO_ID","PATO_labels","PCO_ID","PCO_labels","BCO_ID","BCO_labels","CHEBI_ID","CHEBI_labels"
"total potassium ion concentration in soil","http://purl.dataone.org/odo/ecso_00002025","total potassium ion concentration in soil","","","","","","","","","","","",""
"total praseodymium concentration in snow","http://purl.dataone.org/odo/ecso_00002004","total praseodymium concentration in snow","","","","","","","","","","","",""
"total respiration","http://purl.dataone.org/odo/ecso_00000016","total respiration","","","","","","","","","","","",""
"total silicon ion concentration in snow","http://purl.dataone.org/odo/ecso_00002008","total silicon ion concentration in snow","","","","","","","","","","","",""
"total sodium ion concentration in soil","http://purl.dataone.org/odo/ecso_00002027","total sodium ion concentration in soil","","","","","","","","","","","",""
"total soil carbon","http://purl.dataone.org/odo/ecso_00000531","total soil carbon","","","","","","","","","","","",""
"total soil carbon","http://purl.dataone.org/odo/ecso_00000027","total soil carbon","","","","","","","","","","","",""
"total soil n","http://purl.dataone.org/odo/ecso_00001144","total soil n","","","","","","","","","","","",""
"total soil nitrogen concentration","http://purl.dataone.org/odo/ecso_00001144","total soil nitrogen concentration","","","","","","","","","","","",""
"total strontium ion concentration in snow","http://purl.dataone.org/odo/ecso_00002010","total strontium ion concentration in snow","","","","","","","","","","","",""
"total sulfur ion concentration in snow","http://purl.dataone.org/odo/ecso_00002011","total sulfur ion concentration in snow","","","","","","","","","","","",""
"total tin ion concentration in snow","http://purl.dataone.org/odo/ecso_00002012","total tin ion concentration in snow","","","","","","","","","","","",""
"total titanium ion concentration in snow","http://purl.dataone.org/odo/ecso_00001764","total titanium ion concentration in snow","","","","","","","","","","","",""
"total uranium concentration in snow","http://purl.dataone.org/odo/ecso_00002013","total uranium concentration in snow","","","","","","","","","","","",""
"total vanadium ion concentration in snow","http://purl.dataone.org/odo/ecso_00002014","total vanadium ion concentration in snow","","","","","","","","","","","",""
"total yttrium concentration in snow","http://purl.dataone.org/odo/ecso_00002017","total yttrium concentration in snow","","","","","","","","","","","",""
"total zinc ion concentration in snow","http://purl.dataone.org/odo/ecso_00002015","total zinc ion concentration in snow","","","","","","","","","","","",""
"transect length","http://purl.dataone.org/odo/ecso_00001943","transect length","","","","","","","","","","","",""
"transect number","http://purl.dataone.org/odo/ecso_00002213","transect number","","","","","","","","","","","",""
"transpiration height","http://purl.dataone.org/odo/ecso_00001140","transpiration height","","","","","","","","","","","",""
"trap identifier","http://purl.dataone.org/odo/ecso_00002372","trap identifier","","","","","","","","","","","",""
"trap latitude","http://purl.dataone.org/odo/ecso_00002148","trap latitude","","","","","","","","","","","",""
"trap longitude","http://purl.dataone.org/odo/ecso_00002177","trap longitude","","","","","","","","","","","",""
"trapping start time","http://purl.dataone.org/odo/ecso_00002082","trapping start time","","","","","","","","","","","",""
"treatment block number","http://purl.dataone.org/odo/ecso_00002226","treatment block number","","","","","","","","","","","",""
"tree","http://purl.dataone.org/odo/ecso_00000501","tree","http://vocabs.lter-europe.net/envthes/20694","tree","","","","","","","","","",""
"tree canopy diameter","http://purl.dataone.org/odo/ecso_00001215","tree canopy diameter","","","","","","","","","","","",""
"tree canopy height","http://purl.dataone.org/odo/ecso_00001220","tree canopy height","","","","","","","","","","","",""
"tree circumference","http://purl.dataone.org/odo/ecso_00000545","tree circumference","","","","","","","","","","","",""
"tree crown diameter","http://purl.dataone.org/odo/ecso_00001214","tree crown diameter","","","","","","","","","","","",""
"tree crown height","http://purl.dataone.org/odo/ecso_00001221","tree crown height","","","","","","","","","","","",""
"tree diameter","http://purl.dataone.org/odo/ecso_00000544","tree diameter","http://vocabs.lter-europe.net/envthes/enveu_240","tree diameter","","","","","","","","","",""
"tree diameter","http://purl.dataone.org/odo/ecso_00000544","tree diameter","http://vocabs.lter-europe.net/envthes/22303","tree diameter","","","","","","","","","",""
"tree diameter at breast height","http://purl.dataone.org/odo/ecso_00000549","tree diameter at breast height","http://vocabs.lter-europe.net/envthes/22304","tree diameter at breast height","","","","","","","","","",""
"tree diameter at breast height","http://purl.dataone.org/odo/ecso_00000549","tree diameter at breast height","http://vocabs.lter-europe.net/envthes/msa0296","tree diameter at breast height","","","","","","","","","",""
"tree girth","http://purl.dataone.org/odo/ecso_00000545","tree girth","","","","","","","","","","","",""
"tree growth","http://purl.dataone.org/odo/ecso_00000547","tree growth","http://vocabs.lter-europe.net/envthes/21315","tree growth","","","","","","","","","",""
"tree height","http://purl.dataone.org/odo/ecso_00000541","tree height","http://vocabs.lter-europe.net/envthes/22305","tree height","","","","","","","","","",""
"tree height","http://purl.dataone.org/odo/ecso_00000541","tree height","http://vocabs.lter-europe.net/envthes/enveu_239","tree height","","","","","","","","","",""
"tree ring year","http://purl.dataone.org/odo/ecso_00002303","tree ring year","","","","","","","","","","","",""
"tree sample identifier","http://purl.dataone.org/odo/ecso_00002302","tree sample identifier","","","","","","","","","","","",""
"triglochin palustris percent cover","http://purl.dataone.org/odo/ecso_00001597","triglochin palustris percent cover","","","","","","","","","","","",""
"turbidity","http://purl.dataone.org/odo/ecso_00002359","turbidity","http://vocabs.lter-europe.net/envthes/10389","turbidity","","","","","","","","","",""
"ultraviolet","http://purl.dataone.org/odo/ecso_#ultraviolet","ultraviolet","","","","","","","","","","","",""
"uncertainty in 14c age of ch4","http://purl.dataone.org/odo/ecso_00000672","uncertainty in 14c age of ch4","","","","","","","","","","","",""
"uncertainty in 14c age of methane","http://purl.dataone.org/odo/ecso_00000672","uncertainty in 14c age of methane","","","","","","","","","","","",""
"uncertainty of adenosine triphosphate (atp) molar concentration in water","http://purl.dataone.org/odo/ecso_00000680","uncertainty of adenosine triphosphate (atp) molar concentration in water","","","","","","","","","","","",""
"upper bound snow depth","http://purl.dataone.org/odo/ecso_00001679","upper bound snow depth","","","","","","","","","","","",""
"upper bound soil depth","http://purl.dataone.org/odo/ecso_00001678","upper bound soil depth","","","","","","","","","","","",""
"upward longwave radiation","http://purl.dataone.org/odo/ecso_00001902","upward longwave radiation","","","","","","","","","","","",""
"upward shortwave radiation","http://purl.dataone.org/odo/ecso_00001903","upward shortwave radiation","","","","","","","","","","","",""
"upward solar radiation","http://purl.dataone.org/odo/ecso_00001904","upward solar radiation","","","","","","","","","","","",""
"upwelling longwave radiation","http://purl.dataone.org/odo/ecso_00001902","upwelling longwave radiation","","","","","","","","","","","",""
"upwelling shortwave radiation","http://purl.dataone.org/odo/ecso_00001903","upwelling shortwave radiation","","","","","","","","","","","",""
"upwelling solar radiation","http://purl.dataone.org/odo/ecso_00001904","upwelling solar radiation","","","","","","","","","","","",""
"uranium concentration","http://purl.dataone.org/odo/ecso_00001974","uranium concentration","","","","","","","","","","","",""
"uranium concentration in ice","http://purl.dataone.org/odo/ecso_00001975","uranium concentration in ice","","","","","","","","","","","",""
"uranium solubility in water","http://purl.dataone.org/odo/ecso_00001850","uranium solubility in water","","","","","","","","","","","",""
"vanadium ion concentration","http://purl.dataone.org/odo/ecso_00001816","vanadium ion concentration","","","","","","","","","","","",""
"vanadium ion concentration in ice","http://purl.dataone.org/odo/ecso_00001973","vanadium ion concentration in ice","","","","","","","","","","","",""
"vanadium ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001817","vanadium ion concentration in lake water","","","","","","","","","","","",""
"vanadium solubility in water","http://purl.dataone.org/odo/ecso_00001851","vanadium solubility in water","","","","","","","","","","","",""
"vapor pressure deficit","http://purl.dataone.org/odo/ecso_00001972","vapor pressure deficit","http://vocabs.lter-europe.net/envthes/enveu_259","vapor pressure deficit","","","","","","","","","",""
"vapor pressure deficit","http://purl.dataone.org/odo/ecso_00001972","vapor pressure deficit","http://vocabs.lter-europe.net/envthes/22306","vapor pressure deficit","","","","","","","","","",""
"vegetation carbon change percentage","http://purl.dataone.org/odo/ecso_00001133","vegetation carbon change percentage","","","","","","","","","","","",""
"vegetation type","http://purl.dataone.org/odo/ecso_00002207","vegetation type","http://vocabs.lter-europe.net/envthes/21926","vegetation type","","","","","","","","","",""
"vegetation type","http://purl.dataone.org/odo/ecso_00002207","vegetation type","http://vocabs.lter-europe.net/envthes/msa1092","vegetation type","","","","","","","","","",""
"vegetation type code","http://purl.dataone.org/odo/ecso_00002208","vegetation type code","","","","","","","","","","","",""
"vertical salt flux","http://purl.dataone.org/odo/ecso_00002176","vertical salt flux","","","","","","","","","","","",""
"vial number","http://purl.dataone.org/odo/ecso_00002380","vial number","","","","","","","","","","","",""
"virus like particle counts per milliliter","http://purl.dataone.org/odo/ecso_00002206","virus like particle counts per milliliter","","","","","","","","","","","",""
"volume fraction biomass concentration","http://purl.dataone.org/odo/ecso_00001166","volume fraction biomass concentration","","","","","","","","","","","",""
"volume of blood drawn","http://purl.dataone.org/odo/ecso_00002190","volume of blood drawn","","","","","","","","","","","",""
"volumetric ice content","http://purl.dataone.org/odo/ecso_00002173","volumetric ice content","","","","","","","","","","","",""
